id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
4018,61,retired,married,secondary,no,11,no,no,cellular,29,sep,232,1,92,3,success,yes
4019,67,retired,married,primary,no,4416,no,no,cellular,29,sep,245,3,-1,0,unknown,yes
4020,28,management,single,tertiary,no,390,no,no,cellular,29,sep,845,1,232,4,success,yes
4021,NULL,services,single,secondary,no,1934,no,no,cellular,29,sep,271,1,-1,0,unknown,yes
4022,31,student,single,secondary,no,3511,no,no,cellular,6,oct,311,1,96,1,success,yes
4023,71,retired,married,secondary,no,1696,no,no,cellular,6,oct,486,1,-1,0,unknown,yes
4024,33,self-employed,married,tertiary,no,1278,no,no,cellular,6,oct,649,1,-1,0,unknown,yes
4025,47,self-employed,married,tertiary,no,1011,no,no,cellular,6,oct,808,1,-1,0,unknown,yes
4026,39,management,married,tertiary,no,2939,no,no,cellular,6,oct,608,1,99,3,failure,yes
4027,26,unemployed,single,tertiary,no,3466,no,no,cellular,6,oct,275,2,-1,0,unknown,yes
4028,22,admin.,single,secondary,no,372,no,no,cellular,6,oct,218,1,-1,0,unknown,yes
4029,34,management,single,tertiary,no,549,no,no,cellular,6,oct,1246,2,-1,0,unknown,yes
4030,32,student,single,secondary,no,1102,no,no,telephone,8,oct,194,1,-1,0,unknown,yes
4031,48,services,divorced,unknown,no,973,no,no,cellular,8,oct,319,1,134,2,success,yes
4032,32,technician,single,unknown,no,491,no,no,cellular,8,oct,251,2,91,7,success,yes
4033,58,admin.,divorced,secondary,no,3337,yes,no,telephone,8,oct,369,2,690,3,failure,yes
4034,48,admin.,married,secondary,no,368,no,no,cellular,8,oct,363,2,140,7,success,yes
4035,28,unknown,single,unknown,no,326,no,no,cellular,11,oct,450,1,231,1,success,yes
4036,36,technician,single,secondary,no,12264,no,no,cellular,11,oct,285,1,182,2,success,yes
4037,67,retired,married,secondary,no,203,no,no,cellular,11,oct,405,1,266,2,success,yes
4038,30,management,single,tertiary,no,502,no,no,cellular,11,oct,463,3,95,6,success,yes
4039,27,admin.,married,tertiary,no,346,no,no,cellular,11,oct,212,1,-1,0,unknown,yes
4040,31,management,married,tertiary,no,4328,no,no,cellular,12,oct,203,4,165,14,success,yes
4041,27,student,single,secondary,no,279,no,no,cellular,12,oct,323,1,-1,0,unknown,yes
4042,33,management,single,tertiary,no,131,yes,no,cellular,12,oct,209,3,427,2,failure,yes
4043,36,management,single,tertiary,no,2646,no,no,cellular,13,oct,169,1,182,10,success,yes
4044,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
4045,29,self-employed,single,tertiary,no,1579,no,no,cellular,13,oct,190,1,92,5,success,yes
4046,26,blue-collar,single,secondary,no,2007,no,no,cellular,13,oct,194,1,92,5,success,yes
4047,59,technician,married,secondary,no,1,no,no,cellular,14,oct,585,1,182,5,success,yes
4048,51,management,married,tertiary,no,469,no,no,cellular,14,oct,491,1,182,3,success,yes
4049,27,technician,single,secondary,no,643,no,no,telephone,14,oct,301,1,93,1,success,yes
4050,60,retired,divorced,secondary,no,514,no,no,cellular,15,oct,187,2,213,10,success,yes
4051,42,unemployed,married,secondary,no,1289,no,no,cellular,15,oct,1176,3,92,6,success,yes
4052,47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,1,95,3,success,yes
4053,43,unemployed,married,tertiary,no,0,no,no,cellular,18,oct,464,1,94,2,success,yes
4054,22,management,single,tertiary,no,104,no,yes,cellular,18,oct,509,1,185,3,success,yes
4055,34,technician,married,secondary,no,159,yes,no,cellular,18,oct,252,1,-1,0,unknown,yes
4056,39,admin.,divorced,secondary,no,728,yes,yes,cellular,18,oct,222,1,-1,0,unknown,yes
4057,27,management,single,tertiary,no,107,no,no,cellular,18,oct,767,3,-1,0,unknown,yes
4058,49,blue-collar,married,secondary,no,1946,no,no,cellular,19,oct,192,1,95,1,success,yes
4059,42,management,married,unknown,no,1519,no,no,cellular,19,oct,230,1,92,1,success,yes
4060,64,management,married,tertiary,no,5112,no,no,telephone,19,oct,898,7,137,11,other,yes
4061,44,management,single,tertiary,no,1090,no,no,cellular,20,oct,178,4,93,6,success,yes
4062,64,retired,divorced,secondary,no,4833,no,no,cellular,20,oct,621,1,181,3,failure,yes
4063,29,student,single,secondary,no,1925,no,no,cellular,21,oct,150,3,149,5,success,yes
4064,52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,182,1,failure,yes
4065,52,technician,married,secondary,no,371,yes,yes,cellular,21,oct,453,1,183,3,success,yes
4066,54,management,divorced,tertiary,no,5475,no,no,cellular,21,oct,1032,1,91,4,success,yes
4067,37,management,married,tertiary,no,203,no,no,cellular,21,oct,759,1,90,5,success,yes
4068,48,admin.,married,secondary,no,50,no,yes,cellular,21,oct,419,1,-1,0,unknown,yes
4069,28,technician,single,tertiary,no,11862,no,no,cellular,21,oct,549,2,238,13,other,yes
4070,77,retired,married,secondary,no,820,no,no,telephone,21,oct,330,2,181,4,success,yes
4071,63,retired,single,tertiary,no,791,no,no,cellular,21,oct,212,2,-1,0,unknown,yes
4072,34,technician,single,secondary,no,1279,yes,no,cellular,21,oct,339,3,91,10,success,yes
4073,29,blue-collar,single,tertiary,no,455,no,no,cellular,22,oct,542,4,148,3,success,yes
4074,38,management,married,tertiary,no,536,yes,no,cellular,22,oct,234,1,92,1,success,yes
4075,47,admin.,single,secondary,no,1693,yes,no,cellular,22,oct,608,2,92,4,other,yes
4076,63,retired,married,secondary,no,1495,no,no,cellular,25,oct,389,1,195,4,other,yes
4077,30,management,single,tertiary,no,985,yes,no,cellular,25,oct,304,1,94,2,success,yes
4078,74,retired,married,secondary,no,935,no,no,cellular,25,oct,400,1,173,3,success,yes
4079,31,admin.,single,secondary,no,410,no,no,cellular,25,oct,182,1,185,1,success,yes
4080,33,admin.,married,secondary,no,51,yes,yes,cellular,25,oct,253,1,284,3,success,yes
4081,25,student,single,secondary,no,679,no,no,cellular,25,oct,297,5,94,6,other,yes
4082,78,management,married,unknown,no,1780,yes,no,cellular,25,oct,211,2,185,7,success,yes
4083,26,management,single,tertiary,no,222,no,no,cellular,26,oct,318,1,120,3,success,yes
4084,47,admin.,married,secondary,no,1210,no,no,cellular,26,oct,604,1,91,4,failure,yes
4085,56,admin.,divorced,secondary,no,1693,no,no,cellular,26,oct,238,4,442,4,failure,yes
4086,54,technician,married,tertiary,no,876,no,no,cellular,27,oct,269,3,541,3,success,yes
4087,46,technician,married,unknown,no,3308,no,no,cellular,27,oct,171,1,91,2,success,yes
4088,47,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,unknown,yes
4089,24,student,single,secondary,no,822,no,no,cellular,27,oct,184,1,91,2,failure,yes
4090,70,retired,married,secondary,no,0,no,no,cellular,27,oct,258,1,92,5,success,yes
4091,63,entrepreneur,married,secondary,no,3904,no,no,telephone,8,nov,360,1,96,4,success,yes
4092,22,student,single,secondary,no,2488,no,no,cellular,8,nov,449,2,38,10,other,yes
4093,38,technician,married,tertiary,no,88,no,no,cellular,8,nov,282,2,186,4,success,yes
4094,44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,nov,248,1,91,1,success,yes
4095,52,technician,married,tertiary,no,0,no,no,cellular,9,nov,467,3,92,7,failure,yes
4096,35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes
4097,29,admin.,single,secondary,no,464,no,no,cellular,9,nov,208,2,91,3,success,yes
4098,41,unemployed,single,tertiary,no,79,no,no,telephone,9,nov,394,1,390,2,success,yes
4099,62,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,404,1,57,8,success,yes
4100,62,blue-collar,married,secondary,no,272,no,no,cellular,11,nov,289,1,92,3,success,yes
4101,38,entrepreneur,single,secondary,no,2543,no,no,cellular,11,nov,357,3,93,5,success,yes
4102,36,admin.,divorced,secondary,no,1224,yes,no,cellular,12,nov,482,1,374,1,success,yes
4103,34,blue-collar,married,secondary,no,320,yes,no,cellular,12,nov,413,1,92,3,success,yes
4104,60,services,married,tertiary,no,4256,yes,no,cellular,16,nov,200,1,92,4,success,yes
4105,32,services,single,secondary,no,1168,yes,no,cellular,16,nov,411,1,-1,0,unknown,yes
4106,29,management,single,secondary,no,703,yes,no,cellular,16,nov,236,1,550,2,success,yes
4107,32,blue-collar,married,secondary,no,136,no,no,cellular,16,nov,206,1,188,3,success,yes
4108,75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
4109,29,management,single,tertiary,no,765,no,no,cellular,16,nov,238,1,-1,0,unknown,yes
4110,68,retired,married,secondary,no,1146,no,no,cellular,16,nov,212,1,187,6,success,yes
4111,25,student,single,secondary,no,358,no,no,cellular,16,nov,330,1,-1,0,unknown,yes
4112,36,management,single,secondary,no,1511,yes,no,cellular,16,nov,270,1,-1,0,unknown,yes
4113,38,technician,married,secondary,no,557,yes,no,cellular,16,nov,1556,4,-1,0,unknown,yes
4114,53,management,married,tertiary,no,583,no,no,cellular,17,nov,226,1,184,4,success,yes
4115,34,admin.,single,secondary,no,557,no,no,cellular,17,nov,224,1,-1,0,unknown,yes
4116,23,student,single,tertiary,no,113,no,no,cellular,17,nov,266,1,-1,0,unknown,yes
4117,73,retired,married,secondary,no,2850,no,no,cellular,17,nov,300,1,40,8,failure,yes
4118,25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386,2,-1,0,unknown,yes
4119,51,technician,married,tertiary,no,825,no,no,cellular,17,nov,977,3,-1,0,unknown,yes
4120,72,retired,married,secondary,no,5715,no,no,cellular,17,nov,1127,5,184,3,success,yes
4121,42,technician,married,tertiary,no,-215,no,no,unknown,20,jun,1573,5,-1,0,unknown,yes
4122,59,management,married,tertiary,no,2239,no,no,cellular,20,aug,377,6,90,1,success,yes
4123,32,management,married,tertiary,no,376,yes,no,cellular,23,mar,248,4,-1,0,unknown,yes
4124,36,technician,married,secondary,no,15485,no,no,cellular,14,apr,461,1,-1,0,unknown,yes
4125,34,services,married,secondary,no,2918,no,yes,cellular,4,jun,246,1,196,2,success,yes
4126,28,student,single,secondary,no,67,no,no,cellular,20,aug,329,3,199,2,other,yes
4127,54,unemployed,divorced,secondary,no,1664,no,no,cellular,2,jun,257,3,-1,0,unknown,yes
4128,27,admin.,single,secondary,no,192,no,no,telephone,28,jul,1076,17,-1,0,unknown,yes
4129,42,management,married,unknown,no,1519,no,no,cellular,19,jul,268,1,-1,0,unknown,yes
4130,31,admin.,single,secondary,no,0,no,no,cellular,17,apr,188,3,-1,0,unknown,yes
4131,41,unemployed,married,secondary,no,0,yes,yes,cellular,5,may,400,1,-1,0,unknown,yes
4132,37,admin.,divorced,tertiary,no,4708,no,no,cellular,2,jun,238,1,181,2,success,yes
4133,31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes
4134,33,unemployed,married,secondary,no,1211,no,no,cellular,11,feb,535,1,188,1,success,yes
4135,27,self-employed,single,tertiary,no,347,no,no,cellular,6,aug,385,4,-1,0,unknown,yes
4136,44,management,married,tertiary,no,423,no,no,cellular,12,mar,2330,5,-1,0,unknown,yes
4137,22,student,single,secondary,no,3982,no,no,cellular,20,apr,206,1,-1,0,unknown,yes
4138,25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485,1,-1,0,unknown,yes
4139,30,management,single,tertiary,no,697,no,no,cellular,10,aug,179,3,102,2,success,yes
4140,46,blue-collar,married,secondary,no,456,no,yes,cellular,18,aug,618,6,-1,0,unknown,yes
4141,32,technician,single,secondary,no,324,no,yes,cellular,23,feb,432,1,-1,0,unknown,yes
4142,57,admin.,single,secondary,no,5768,yes,no,unknown,19,jun,512,1,-1,0,unknown,yes
4143,41,technician,married,tertiary,no,1517,no,no,cellular,8,aug,193,3,-1,0,unknown,yes
4144,62,management,married,tertiary,no,0,no,no,cellular,3,sep,299,1,-1,0,unknown,yes
4145,28,unemployed,married,tertiary,no,482,no,no,cellular,25,may,119,1,-1,0,unknown,yes
4146,77,retired,married,secondary,no,638,no,no,cellular,7,aug,453,1,-1,0,unknown,yes
4147,47,housemaid,married,secondary,no,2524,no,no,cellular,12,oct,105,1,-1,0,unknown,yes
4148,40,management,married,tertiary,no,4539,no,no,cellular,13,jul,256,3,439,1,failure,yes
4149,41,blue-collar,married,secondary,no,2039,yes,no,cellular,8,may,729,1,-1,0,unknown,yes
4150,28,services,single,tertiary,no,128,no,no,cellular,27,may,460,1,414,1,failure,yes
4151,51,blue-collar,married,secondary,no,4787,yes,no,cellular,7,apr,895,1,-1,0,unknown,yes
4152,47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,1,95,1,failure,yes
4153,37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,404,1,182,1,success,yes
4154,29,management,married,tertiary,no,51,yes,no,cellular,17,jul,1319,5,-1,0,unknown,yes
4155,24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1000,1,-1,0,unknown,yes
4156,27,blue-collar,single,secondary,no,294,yes,yes,unknown,28,may,694,2,-1,0,unknown,yes
4157,23,student,single,secondary,no,922,no,no,cellular,28,may,538,2,184,9,failure,yes
4158,32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,203,1,87,2,other,yes
4159,40,technician,married,secondary,no,694,yes,no,cellular,3,jun,431,2,119,9,failure,yes
4160,32,management,married,tertiary,no,607,yes,no,unknown,18,jun,1060,5,-1,0,unknown,yes
4161,57,management,married,secondary,no,2155,no,yes,cellular,10,nov,144,3,91,2,failure,yes
4162,28,self-employed,single,tertiary,no,159,no,no,cellular,14,oct,246,2,420,2,other,yes
4163,35,technician,married,tertiary,no,7050,no,no,cellular,10,feb,278,3,187,1,success,yes
4164,35,blue-collar,married,secondary,no,1055,no,no,unknown,18,nov,150,2,-1,0,unknown,yes
4165,24,student,single,secondary,no,8165,no,no,cellular,15,sep,216,1,-1,0,unknown,yes
4166,36,technician,married,tertiary,no,376,no,no,cellular,16,sep,173,1,-1,0,unknown,yes
4167,66,housemaid,divorced,primary,no,3701,no,no,telephone,3,mar,834,1,-1,0,unknown,yes
4168,45,management,divorced,secondary,no,644,yes,no,cellular,19,nov,418,1,168,1,success,yes
4169,28,technician,single,tertiary,no,3623,no,no,cellular,10,mar,261,1,-1,0,unknown,yes
4170,45,housemaid,married,secondary,no,360,no,no,cellular,3,nov,215,1,-1,0,unknown,yes
4171,31,unemployed,single,secondary,no,284,yes,no,cellular,2,feb,855,1,-1,0,unknown,yes
4172,45,services,single,primary,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes
4173,34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,120,3,1,6,success,yes
4174,39,technician,single,secondary,no,1355,yes,no,cellular,14,may,1180,1,-1,0,unknown,yes
4175,24,management,single,tertiary,no,1506,no,no,cellular,12,jun,239,2,95,4,success,yes
4176,33,technician,single,tertiary,no,1393,yes,no,cellular,18,jul,1127,3,-1,0,unknown,yes
4177,54,management,divorced,tertiary,no,487,yes,no,unknown,21,may,828,4,-1,0,unknown,yes
4178,26,student,single,secondary,no,655,no,no,cellular,16,sep,190,1,-1,0,unknown,yes
4179,30,services,single,tertiary,no,1788,no,no,cellular,4,aug,288,1,181,2,failure,yes
4180,37,admin.,married,secondary,no,0,yes,no,cellular,2,jun,107,1,-1,0,unknown,yes
4181,32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown,yes
4182,39,management,married,secondary,no,215,no,no,cellular,11,aug,1141,4,-1,0,unknown,yes
4183,27,unknown,single,secondary,no,1187,no,no,telephone,26,feb,232,1,101,1,failure,yes
4184,54,admin.,married,secondary,no,0,no,no,cellular,27,jan,565,1,-1,0,unknown,yes
4185,54,housemaid,single,secondary,no,1213,no,no,cellular,12,nov,241,1,-1,0,unknown,yes
4186,71,retired,married,tertiary,no,653,no,no,telephone,3,sep,471,1,189,1,success,yes
4187,41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,102,2,297,3,failure,yes
4188,29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,88,1,failure,yes
4189,60,retired,married,secondary,no,1690,no,no,unknown,20,jun,1467,4,-1,0,unknown,yes
4190,60,unemployed,married,primary,no,0,no,no,cellular,22,jul,1193,1,412,1,other,yes
4191,36,technician,single,secondary,no,27,yes,no,cellular,9,feb,631,1,260,2,success,yes
4192,34,management,single,tertiary,no,681,no,no,cellular,6,aug,637,2,-1,0,unknown,yes
4193,27,admin.,single,secondary,no,18188,yes,no,unknown,12,jun,541,17,-1,0,unknown,yes
4194,34,management,married,tertiary,no,1006,yes,no,cellular,19,nov,783,3,195,2,other,yes
4195,36,management,married,tertiary,no,1352,no,no,unknown,19,jun,2028,1,-1,0,unknown,yes
4196,32,technician,single,tertiary,no,2340,no,no,cellular,18,feb,89,2,-1,0,unknown,yes
4197,55,housemaid,married,unknown,no,366,no,no,cellular,5,jun,365,3,57,2,other,yes
4198,34,services,single,secondary,no,-374,yes,no,cellular,11,may,672,1,-1,0,unknown,yes
4199,25,technician,single,tertiary,no,1231,no,no,cellular,31,aug,271,2,-1,0,unknown,yes
4200,51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,failure,yes
4201,33,management,married,tertiary,no,1778,no,no,cellular,12,feb,388,1,-1,0,unknown,yes
4202,35,technician,married,secondary,no,2201,no,no,telephone,12,apr,350,1,-1,0,unknown,yes
4203,55,housemaid,married,primary,no,0,yes,no,cellular,17,jul,1303,2,-1,0,unknown,yes
4204,61,retired,married,tertiary,no,2557,yes,no,cellular,11,aug,139,3,190,1,success,yes
4205,34,technician,married,secondary,no,0,yes,no,cellular,5,aug,231,2,2,3,success,yes
4206,55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,1,91,2,success,yes
4207,23,student,single,tertiary,no,0,no,no,cellular,10,aug,213,1,-1,0,unknown,yes
4208,69,retired,married,secondary,no,0,no,no,cellular,27,jul,666,1,90,4,success,yes
4209,37,management,single,tertiary,no,22125,no,yes,cellular,21,nov,331,2,-1,0,unknown,yes
4210,49,entrepreneur,married,primary,no,6188,no,no,cellular,18,nov,453,1,-1,0,unknown,yes
4211,41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,207,3,387,2,failure,yes
4212,39,technician,single,unknown,no,45248,yes,no,unknown,6,may,1623,1,-1,0,unknown,yes
4213,30,technician,single,tertiary,no,3291,yes,no,unknown,19,may,1218,3,-1,0,unknown,yes
4214,32,technician,single,secondary,no,562,yes,no,unknown,30,may,722,3,-1,0,unknown,yes
4215,61,admin.,married,secondary,no,1046,yes,no,cellular,21,aug,158,1,-1,0,unknown,yes
4216,33,management,single,tertiary,no,87,no,no,cellular,12,aug,978,1,-1,0,unknown,yes
4217,32,management,single,tertiary,no,10281,no,no,cellular,22,apr,400,1,-1,0,unknown,yes
4218,45,admin.,divorced,primary,no,429,yes,no,cellular,22,apr,147,1,181,1,success,yes
4219,59,retired,married,primary,no,3648,no,no,telephone,19,jun,1321,3,-1,0,unknown,yes
4220,48,blue-collar,married,secondary,no,863,yes,no,telephone,4,may,412,5,350,2,success,yes
4221,18,student,single,unknown,no,3,no,no,cellular,25,aug,130,2,-1,0,unknown,yes
4222,27,management,single,tertiary,no,2648,no,no,cellular,5,feb,917,1,-1,0,unknown,yes
4223,32,management,single,tertiary,no,0,yes,no,cellular,30,apr,370,3,-1,0,unknown,yes
4224,50,technician,divorced,secondary,no,0,no,no,cellular,29,sep,159,1,120,2,failure,yes
4225,30,self-employed,single,tertiary,no,655,no,no,cellular,23,sep,272,4,184,1,success,yes
4226,23,student,single,unknown,no,854,yes,no,unknown,28,may,664,2,-1,0,unknown,yes
4227,40,management,divorced,tertiary,no,858,no,no,cellular,26,oct,202,2,-1,0,unknown,yes
4228,27,blue-collar,single,tertiary,no,567,no,no,cellular,26,may,523,3,182,3,success,yes
4229,35,technician,single,secondary,no,399,yes,no,cellular,13,may,496,2,345,3,failure,yes
4230,53,admin.,divorced,unknown,no,257,no,no,cellular,11,jul,1310,2,-1,0,unknown,yes
4231,59,admin.,married,secondary,no,3735,no,no,cellular,18,mar,203,4,121,2,failure,yes
4232,37,management,married,tertiary,no,57,no,no,cellular,5,feb,345,1,-1,0,unknown,yes
4233,24,student,single,primary,no,1235,no,no,cellular,14,jul,334,4,93,6,other,yes
4234,42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,-1,0,unknown,yes
4235,27,technician,single,tertiary,no,401,no,no,cellular,6,aug,218,3,93,2,success,yes
4236,29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,success,yes
4237,30,management,single,tertiary,no,297,no,no,cellular,8,nov,188,1,-1,0,unknown,yes
4238,22,admin.,single,secondary,no,33,no,no,cellular,12,feb,369,1,-1,0,unknown,yes
4239,39,services,married,secondary,no,1179,no,no,cellular,25,may,284,1,-1,0,unknown,yes
4240,35,management,single,tertiary,no,471,no,no,cellular,5,jun,276,2,-1,0,unknown,yes
4241,61,retired,married,secondary,no,938,no,no,cellular,15,jul,392,2,183,3,success,yes
4242,33,technician,single,tertiary,no,1636,yes,no,cellular,27,feb,165,1,-1,0,unknown,yes
4243,42,management,divorced,tertiary,no,1243,no,no,cellular,26,aug,1000,4,-1,0,unknown,yes
4244,30,admin.,single,tertiary,no,0,yes,no,cellular,4,feb,730,2,-1,0,unknown,yes
4245,51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,417,1,365,9,other,yes
4246,25,services,single,unknown,no,2022,no,no,cellular,29,jul,276,8,97,12,other,yes
4247,44,technician,single,tertiary,no,2033,no,no,cellular,3,sep,444,1,99,1,failure,yes
4248,34,admin.,married,secondary,no,869,no,no,unknown,6,may,1677,1,-1,0,unknown,yes
4249,28,management,single,tertiary,no,3611,no,no,cellular,26,feb,141,2,-1,0,unknown,yes
4250,61,retired,divorced,primary,no,3624,no,no,cellular,25,nov,342,1,-1,0,unknown,yes
4251,21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169,3,success,yes
4252,53,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,-1,0,unknown,yes
4253,46,services,married,secondary,no,4,no,no,cellular,30,apr,268,1,261,5,other,yes
4254,52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,134,5,204,2,success,yes
4255,56,management,married,tertiary,no,1390,yes,no,cellular,18,nov,543,1,-1,0,unknown,yes
4256,36,technician,single,secondary,no,1228,yes,no,cellular,4,may,303,3,-1,0,unknown,yes
4257,30,admin.,married,secondary,no,1265,yes,yes,unknown,26,may,414,2,-1,0,unknown,yes
4258,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success,yes
4259,33,management,single,tertiary,no,816,yes,no,cellular,11,oct,383,2,503,2,failure,yes
4260,28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
4261,54,technician,single,tertiary,no,118,no,no,cellular,5,apr,280,1,-1,0,unknown,yes
4262,50,management,married,secondary,no,1165,no,no,cellular,16,jul,455,1,-1,0,unknown,yes
4263,58,technician,married,secondary,no,99,no,no,telephone,22,sep,396,2,-1,0,unknown,yes
4264,33,services,married,secondary,no,1697,no,no,cellular,4,may,489,1,182,1,success,yes
4265,36,entrepreneur,single,secondary,no,866,yes,no,cellular,11,may,629,1,173,1,failure,yes
4266,51,technician,married,tertiary,no,0,no,no,cellular,2,mar,539,2,-1,0,unknown,yes
4267,35,technician,single,tertiary,no,5301,no,no,cellular,21,nov,937,2,-1,0,unknown,yes
4268,35,management,single,tertiary,no,7918,no,no,cellular,7,sep,497,1,-1,0,unknown,yes
4269,34,technician,married,secondary,no,1,no,no,cellular,28,aug,535,2,-1,0,unknown,yes
4270,45,management,married,tertiary,no,160,no,no,cellular,30,apr,619,1,-1,0,unknown,yes
4271,24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,370,1,other,yes
4272,45,unknown,married,tertiary,no,406,no,no,cellular,7,sep,314,1,-1,0,unknown,yes
4273,42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,apr,331,1,140,4,failure,yes
4274,30,technician,single,tertiary,no,655,no,no,cellular,6,oct,384,2,-1,0,unknown,yes
4275,60,retired,divorced,secondary,no,514,no,no,cellular,16,mar,263,1,124,9,other,yes
4276,40,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,218,2,242,9,failure,yes
4277,25,blue-collar,married,secondary,no,0,no,yes,cellular,15,jul,1424,4,-1,0,unknown,yes
4278,48,management,married,secondary,no,2892,no,no,cellular,7,jul,407,1,385,1,success,yes
4279,28,admin.,single,secondary,no,762,no,no,cellular,18,sep,115,3,-1,0,unknown,yes
4280,55,management,divorced,tertiary,no,2037,no,no,cellular,2,nov,209,2,273,1,failure,yes
4281,47,management,single,tertiary,no,255,no,yes,cellular,30,jul,802,4,-1,0,unknown,yes
4282,32,student,married,secondary,no,1536,no,no,cellular,7,aug,289,2,-1,0,unknown,yes
4283,55,technician,divorced,tertiary,no,0,no,no,cellular,18,aug,237,1,-1,0,unknown,yes
4284,27,technician,single,secondary,no,2,yes,yes,cellular,6,may,554,2,356,1,failure,yes
4285,42,management,married,tertiary,no,1435,yes,no,cellular,7,may,1148,1,-1,0,unknown,yes
4286,47,technician,married,secondary,no,1219,no,no,cellular,18,aug,697,4,-1,0,unknown,yes
4287,36,entrepreneur,married,secondary,no,2971,no,no,cellular,12,nov,247,1,97,8,failure,yes
4288,64,retired,married,primary,no,440,no,no,cellular,6,feb,495,1,-1,0,unknown,yes
4289,34,management,married,tertiary,no,3301,yes,no,cellular,17,sep,164,5,92,6,success,yes
4290,72,admin.,married,primary,no,2321,no,no,cellular,14,sep,221,2,64,12,failure,yes
4291,27,student,single,secondary,no,213,no,no,cellular,27,mar,378,1,-1,0,unknown,yes
4292,54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290,3,success,yes
4293,19,student,single,unknown,no,108,no,no,cellular,10,aug,168,1,182,2,success,yes
4294,33,admin.,married,secondary,no,920,no,no,cellular,30,apr,344,1,-1,0,unknown,yes
4295,36,admin.,married,secondary,no,1031,no,no,cellular,17,jun,282,4,-1,0,unknown,yes
4296,26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91,2,success,yes
4297,42,admin.,divorced,secondary,no,527,no,yes,cellular,22,oct,181,1,185,1,success,yes
4298,24,management,single,tertiary,no,1030,no,no,cellular,4,mar,396,2,-1,0,unknown,yes
4299,28,self-employed,single,tertiary,no,2503,no,no,cellular,25,may,426,1,-1,0,unknown,yes
4300,58,unknown,married,unknown,no,1547,no,no,telephone,5,aug,1186,4,-1,0,unknown,yes
4301,59,management,married,tertiary,no,1,yes,no,cellular,29,apr,210,1,-1,0,unknown,yes
4302,46,technician,married,secondary,no,1167,yes,no,cellular,21,nov,1540,2,-1,0,unknown,yes
4303,49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,-1,0,unknown,yes
4304,45,blue-collar,divorced,primary,no,-207,no,no,cellular,15,jul,878,2,-1,0,unknown,yes
4305,32,management,single,tertiary,no,3283,no,no,cellular,12,aug,623,2,191,2,success,yes
4306,46,blue-collar,married,secondary,no,1147,yes,no,cellular,20,apr,720,1,-1,0,unknown,yes
4307,29,management,single,tertiary,no,1170,no,no,cellular,20,apr,453,1,-1,0,unknown,yes
4308,30,management,single,secondary,no,4642,yes,no,cellular,21,nov,528,1,-1,0,unknown,yes
4309,31,self-employed,married,tertiary,no,2666,no,no,cellular,10,nov,318,2,97,6,success,yes
4310,31,management,married,tertiary,no,792,no,no,cellular,20,aug,763,14,-1,0,unknown,yes
4311,33,blue-collar,single,primary,no,127,yes,no,unknown,29,may,1059,2,-1,0,unknown,yes
4312,49,services,divorced,secondary,no,0,no,no,cellular,28,jul,412,2,-1,0,unknown,yes
